7.3,0.22,0.3,8.2,0.05,42,207,1,3.33,0.46,9.5
7.1,0.43,0.61,11.8,0.05,54,155,1,3.11,0.45,8.7
7.1,0.44,0.62,11.8,0.04,52,152,1,3.12,0.46,8.7
7.2,0.39,0.63,11,0.04,55,156,1,3.09,0.44,8.7
6.8,0.25,0.31,13.3,0.05,69,202,1,3.22,0.48,9.7
7.1,0.43,0.61,11.8,0.05,54,155,1,3.11,0.45,8.7
7.1,0.44,0.62,11.8,0.04,52,152,1,3.12,0.46,8.7
7.2,0.39,0.63,11,0.04,55,156,1,3.09,0.44,8.7
6.1,0.27,0.43,7.5,0.05,65,243,1,3.12,0.47,9
6.9,0.24,0.33,1.7,0.04,47,136,0.99,3.26,0.4,12.6
6.9,0.21,0.33,1.8,0.03,48,136,0.99,3.25,0.41,12.6
7.5,0.17,0.32,1.7,0.04,51,148,0.99,3.21,0.44,11.5
7.1,0.26,0.29,12.4,0.04,62,240,1,3.04,0.42,9.2
6,0.34,0.66,15.9,0.05,26,164,1,3.14,0.5,8.8
8.6,0.27,0.36,1.2,0.03,15,80,0.99,2.95,0.36,11.4
9.8,0.36,0.46,10.5,0.04,4,83,1,2.89,0.3,10.1
6,0.34,0.66,15.9,0.05,26,164,1,3.14,0.5,8.8
7.4,0.25,0.37,13.5,0.06,52,192,1,3,0.44,9.1
7.1,0.12,0.32,9.6,0.05,64,162,1,3.4,0.41,9.4
6,0.21,0.24,12.1,0.05,55,164,1,3.34,0.39,9.4
7.5,0.31,0.4,18.9,0.06,44,170,1,2.99,0.46,9
7.4,0.25,0.37,13.5,0.06,52,192,1,3,0.44,9.1
7.3,0.13,0.32,14.4,0.05,34,109,1,3.2,0.35,9.2
7.1,0.12,0.32,9.6,0.05,64,162,1,3.4,0.41,9.4
7.1,0.23,0.35,16.5,0.04,60,171,1,3.16,0.59,9.1
7.1,0.23,0.35,16.5,0.04,60,171,1,3.16,0.59,9.1
6.9,0.33,0.28,1.3,0.05,37,187,0.99,3.27,0.6,10.3
6.5,0.17,0.54,8.5,0.08,64,163,1,2.89,0.39,8.8
7.2,0.27,0.46,18.75,0.05,45,255,1,3.04,0.52,8.9
7.2,0.31,0.5,13.3,0.06,68,195,1,3.01,0.47,9.2
6.7,0.41,0.34,9.2,0.05,29,150,1,3.22,0.51,9.1
6.7,0.41,0.34,9.2,0.05,29,150,1,3.22,0.51,9.1
5.5,0.49,0,1.5,0.07,8,103,0.99,3.63,0.4,9.7
6,0.31,0.24,3.3,0.04,25,143,0.99,3.31,0.44,11.3
7,0.14,0.4,1.7,0.04,16,85,0.99,3.19,0.42,11.8
7.2,0.31,0.5,13.3,0.06,68,195,1,3.01,0.47,9.2
7.3,0.32,0.48,13.3,0.06,57,196,1,3.04,0.5,9.2
5.9,0.36,0.04,5.7,0.05,21,87,0.99,3.22,0.51,10.2
7.8,0.24,0.32,12.2,0.05,42,138,1,3.01,0.54,8.8
7.4,0.16,0.31,6.85,0.06,31,131,1,3.29,0.34,9.7
6.9,0.19,0.28,5,0.06,14,146,1,3.29,0.36,9.1
6.4,0.13,0.47,1.6,0.09,40,158,0.99,3.21,0.36,9.8
6.7,0.19,0.36,1.1,0.03,63,143,0.99,3.27,0.48,11
7.4,0.39,0.23,7,0.03,29,126,0.99,3.14,0.42,10.5
6.5,0.24,0.32,7.6,0.04,48,203,1,3.45,0.54,9.7
6.1,0.3,0.56,2.8,0.04,47,179,0.99,3.3,0.57,10.9
6.1,0.3,0.56,2.7,0.05,46,184,0.99,3.31,0.57,10.9
5.7,0.26,0.25,10.4,0.02,7,57,0.99,3.39,0.37,10.6
6.5,0.24,0.32,7.6,0.04,48,203,1,3.45,0.54,9.7
6.5,0.43,0.4,13.1,0.04,59,241,1,3.23,0.57,9
6.6,0.24,0.27,15.8,0.04,46,188,1,3.24,0.51,9.2
6.8,0.27,0.22,8.1,0.03,55,203,1,3.19,0.52,8.9
6.7,0.27,0.31,15.7,0.04,44,179,1,3.26,0.56,9.6
8.2,0.23,0.4,1.2,0.03,36,121,0.99,3.12,0.38,10.7
7.1,0.37,0.67,10.5,0.05,49,155,1,3.16,0.44,8.7
6.8,0.19,0.36,1.9,0.04,30,96,0.99,3.15,0.54,10.8
8.1,0.28,0.39,1.9,0.03,18,79,0.99,3.23,0.52,11.8
6.3,0.31,0.34,2.2,0.05,20,77,0.99,3.3,0.43,10.2
7.1,0.37,0.67,10.5,0.05,49,155,1,3.16,0.44,8.7
7.9,0.21,0.4,1.2,0.04,38,107,0.99,3.21,0.54,10.8
8.5,0.21,0.41,4.3,0.04,24,99,0.99,3.18,0.53,9.7
8.1,0.2,0.4,2,0.04,19,87,0.99,3.12,0.54,11.2
6.3,0.26,0.37,1.1,0.04,37,114,0.99,3,0.39,10.9
5.6,0.16,0.27,1.4,0.04,53,168,0.99,3.28,0.37,10.1
6.4,0.6,0.14,5.2,0.06,15,97,1,3.38,0.36,9
6.3,0.34,0.33,4.6,0.03,19,80,0.99,3.38,0.58,12
6.9,0.25,0.3,4.1,0.05,23,116,0.99,2.99,0.38,9.4
7.9,0.22,0.38,8,0.04,46,152,0.99,3.12,0.32,11.5
7.6,0.18,0.46,10.2,0.06,58,135,1,3.14,0.43,9.9
6.9,0.25,0.3,4.1,0.05,23,116,0.99,2.99,0.38,9.4
7.2,0.18,0.41,1.2,0.05,41,97,0.99,3.14,0.45,10.4
8.2,0.23,0.4,7.5,0.05,12,76,1,3.06,0.84,9.7
7.4,0.24,0.42,14,0.07,48,198,1,2.89,0.42,8.9
7.4,0.24,0.42,14,0.07,48,198,1,2.89,0.42,8.9
6.1,0.32,0.24,1.5,0.04,38,124,0.99,3.29,0.42,12.4
5.2,0.44,0.04,1.4,0.04,43,119,0.99,3.36,0.33,12.1
5.2,0.44,0.04,1.4,0.04,43,119,0.99,3.36,0.33,12.1
6.1,0.32,0.24,1.5,0.04,38,124,0.99,3.29,0.42,12.4
6.4,0.22,0.56,14.5,0.06,27,159,1,2.98,0.4,9.1
6.3,0.36,0.3,4.8,0.05,14,85,0.99,3.28,0.39,10.6
7.4,0.24,0.42,14,0.07,48,198,1,2.89,0.42,8.9
6.7,0.24,0.35,13.1,0.05,64,205,1,3.15,0.5,9.5
7,0.23,0.36,13,0.05,72,177,1,3.16,0.49,9.8
8.4,0.27,0.46,8.7,0.05,39,197,1,3.14,0.59,9.6
6.7,0.46,0.18,2.4,0.03,25,98,0.99,3.08,0.44,12.6
7.5,0.29,0.31,8.95,0.06,20,151,1,3.08,0.54,9.3
9.8,0.42,0.48,9.85,0.03,5,110,1,2.87,0.29,10
7.1,0.3,0.46,1.5,0.07,29,133,0.99,3.12,0.54,12.7
7.9,0.19,0.45,1.5,0.05,17,96,0.99,3.13,0.39,11
7.6,0.48,0.37,0.8,0.04,4,100,0.99,3.03,0.39,11.4
6.3,0.22,0.43,4.55,0.04,31,130,0.99,3.35,0.33,11.5
7.5,0.27,0.31,17.7,0.05,33,173,1,3.09,0.64,10.2
6.9,0.23,0.4,7.5,0.04,50,151,0.99,3.11,0.27,11.4
7.2,0.32,0.47,5.1,0.04,19,65,0.99,3.03,0.41,12.6
5.9,0.23,0.3,12.9,0.05,57,170,1,3.28,0.39,9.4
6,0.67,0.07,1.2,0.06,9,108,0.99,3.11,0.35,8.7
6.4,0.25,0.32,5.5,0.05,41,176,1,3.19,0.68,9.2
6.4,0.33,0.31,5.5,0.05,42,173,1,3.19,0.66,9.3
7.1,0.34,0.15,1.2,0.05,61,183,0.99,3.09,0.43,9.2
6.8,0.28,0.4,22,0.05,48,167,1,2.93,0.5,8.7
6.9,0.27,0.4,14,0.05,64,227,1,3.18,0.58,9.6
6.8,0.26,0.56,11.9,0.04,64,226,1,3.02,0.63,9.3
6.8,0.29,0.56,11.9,0.04,66,230,1,3.02,0.63,9.3
6.7,0.24,0.41,9.4,0.04,49,166,1,3.12,0.61,9.9
5.9,0.3,0.23,4.2,0.04,42,119,0.99,3.15,0.5,11
6.8,0.53,0.35,3.8,0.03,26,109,0.99,3.26,0.57,12.7
6.5,0.28,0.28,8.5,0.05,54,210,1,3.09,0.54,8.9
6.6,0.28,0.28,8.5,0.05,55,211,1,3.09,0.55,8.9
6.8,0.28,0.4,22,0.05,48,167,1,2.93,0.5,8.7
6.8,0.28,0.36,8,0.05,28,123,0.99,3.02,0.37,11.4
6.6,0.15,0.34,5.1,0.06,34,125,0.99,3.36,0.42,9.6
6.4,0.29,0.44,3.6,0.2,75,181,0.99,3.02,0.41,9.1
6.4,0.3,0.45,3.5,0.2,76,180,0.99,3.02,0.39,9.1
6.4,0.29,0.44,3.6,0.2,75,183,0.99,3.01,0.38,9.1
6.8,0.26,0.24,7.8,0.05,54,214,1,3.13,0.47,8.9
7.1,0.32,0.24,13.1,0.05,52,204,1,3.1,0.49,8.8
6.8,0.26,0.24,7.8,0.05,54,214,1,3.13,0.47,8.9
6.8,0.27,0.26,16.1,0.05,55,196,1,3.15,0.5,9.3
7.1,0.32,0.24,13.1,0.05,52,204,1,3.1,0.49,8.8
6.9,0.54,0.32,13.2,0.05,53,236,1,3.2,0.5,9.6
6.8,0.26,0.34,13.9,0.03,39,134,0.99,3.33,0.53,12
5.8,0.28,0.35,2.3,0.05,36,114,0.99,3.28,0.5,10.2
6.4,0.21,0.5,11.6,0.04,45,153,1,3.15,0.43,8.8
7,0.16,0.32,8.3,0.05,38,126,1,3.21,0.34,9.2
10.2,0.44,0.88,6.2,0.05,20,124,1,2.99,0.51,9.9
6.8,0.57,0.29,2.2,0.04,15,77,0.99,3.32,0.74,10.2
6.1,0.4,0.31,0.9,0.05,23,170,0.99,3.22,0.77,9.5
5.6,0.25,0.25,9.7,0.03,12,68,0.99,3.31,0.34,10.5
6.8,0.18,0.38,1.4,0.04,35,111,0.99,3.32,0.59,11.2
7,0.16,0.32,8.3,0.05,38,126,1,3.21,0.34,9.2
6.7,0.13,0.29,5.3,0.05,31,122,0.99,3.44,0.37,9.7
6.2,0.25,0.25,1.4,0.03,35,105,0.99,3.3,0.44,11.1
5.8,0.26,0.24,9.2,0.04,55,152,1,3.31,0.38,9.4
7.5,0.27,0.36,7,0.04,45,164,0.99,3.03,0.33,11
5.8,0.26,0.24,9.2,0.04,55,152,1,3.31,0.38,9.4
5.7,0.28,0.24,17.5,0.04,60,167,1,3.31,0.44,9.4
7.5,0.23,0.36,7,0.04,43,161,0.99,3.04,0.32,11
7.5,0.27,0.36,7,0.04,45,164,0.99,3.03,0.33,11
7.2,0.69,0.21,9.5,0.07,33,172,1,3,0.55,9.1
6.2,0.25,0.25,1.4,0.03,35,105,0.99,3.3,0.44,11.1
6.5,0.19,0.3,0.8,0.04,33,144,0.99,3.42,0.39,9.1
6.3,0.5,0.22,1.8,0.05,31,140,0.99,3.39,0.54,10.4
7.1,0.24,0.41,17.8,0.05,39,145,1,3.32,0.39,8.7
6.4,0.17,0.32,2.4,0.05,41,200,0.99,3.5,0.5,9.7
7.1,0.25,0.32,10.3,0.04,66,272,1,3.17,0.52,9.1
6.4,0.17,0.32,2.4,0.05,41,200,0.99,3.5,0.5,9.7
7.1,0.24,0.41,17.8,0.05,39,145,1,3.32,0.39,8.7
6.8,0.64,0.08,9.7,0.06,26,142,1,3.37,0.46,8.9
8.3,0.28,0.4,7.8,0.04,38,194,1,3.34,0.51,9.6
8.2,0.27,0.39,7.8,0.04,49,208,1,3.31,0.51,9.5
7.2,0.23,0.38,14.3,0.06,55,194,1,3.09,0.44,9
7.2,0.23,0.38,14.3,0.06,55,194,1,3.09,0.44,9
7.2,0.23,0.38,14.3,0.06,55,194,1,3.09,0.44,9
7.2,0.23,0.38,14.3,0.06,55,194,1,3.09,0.44,9
6.8,0.52,0.32,13.2,0.04,54,221,1,3.27,0.5,9.6
7,0.26,0.59,1.4,0.04,40,120,0.99,3.34,0.41,11.1
6.2,0.25,0.21,15.55,0.04,28,159,1,3.48,0.64,9.6
7.3,0.32,0.23,13.7,0.05,49,197,1,3.2,0.46,8.7
7.7,0.31,0.26,7.8,0.03,23,90,0.99,3.13,0.5,10.4
7.1,0.21,0.37,2.4,0.03,23,100,0.99,3.15,0.38,11.4
6.8,0.24,0.34,2.7,0.05,64.5,218.5,0.99,3.3,0.58,9.7
6.9,0.4,0.56,11.2,0.04,40,142,1,3.14,0.46,8.7
6.1,0.18,0.36,2,0.04,20,249.5,0.99,3.37,0.79,11.3
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6
5.8,0.2,0.27,1.4,0.03,12,77,0.99,3.25,0.36,10.9
5.6,0.19,0.26,1.4,0.03,12,76,0.99,3.25,0.37,10.9
6.1,0.41,0.14,10.4,0.04,18,119,1,3.38,0.45,10
5.9,0.21,0.28,4.6,0.05,40,199,1,3.72,0.7,10
8.5,0.26,0.21,16.2,0.07,41,197,1,3.02,0.5,9.8
6.9,0.4,0.56,11.2,0.04,40,142,1,3.14,0.46,8.7
5.8,0.24,0.44,3.5,0.03,5,109,0.99,3.53,0.43,11.7
5.8,0.24,0.39,1.5,0.05,37,158,0.99,3.21,0.52,9.3
6.7,0.26,0.39,1.1,0.04,45,147,0.99,3.32,0.58,9.6
6.3,0.35,0.3,5.7,0.04,8,97,0.99,3.27,0.41,11
6.3,0.35,0.3,5.7,0.04,8,97,0.99,3.27,0.41,11
6.4,0.23,0.39,1.8,0.03,23,118,0.99,3.32,0.5,11.8
5.8,0.36,0.38,0.9,0.04,3,75,0.99,3.28,0.34,11.4
6.9,0.12,0.35,5.4,0.05,36,108,0.99,3.32,0.42,10.2
6.9,0.29,0.4,19.45,0.04,36,156,1,2.93,0.47,8.9
6.9,0.28,0.4,8.2,0.04,15,95,0.99,3.17,0.33,10.2
7.2,0.29,0.4,13.6,0.05,66,231,1,3.08,0.59,9.6
6.2,0.24,0.35,1.2,0.04,22,167,0.99,3.1,0.48,10.6
6.9,0.29,0.4,19.45,0.04,36,156,1,2.93,0.47,8.9
6.9,0.32,0.26,8.3,0.05,32,180,1,3.25,0.51,9.2
5.3,0.58,0.07,6.9,0.04,34,149,0.99,3.34,0.57,9.7
5.3,0.59,0.07,7.1,0.04,34,145,0.99,3.34,0.57,9.7
5.4,0.59,0.07,7,0.05,36,147,0.99,3.34,0.57,9.7
6.9,0.32,0.26,8.3,0.05,32,180,1,3.25,0.51,9.2
5.2,0.6,0.07,7,0.04,33,147,0.99,3.33,0.58,9.7
5.8,0.25,0.26,13.1,0.05,44,148,1,3.29,0.38,9.3
6.6,0.58,0.3,5.1,0.06,30,123,0.99,3.24,0.38,9
7,0.29,0.54,10.7,0.05,59,234,1,3.05,0.61,9.5
6.6,0.19,0.41,8.9,0.05,51,169,1,3.14,0.57,9.8
6.7,0.2,0.41,9.1,0.04,50,166,1,3.14,0.58,9.8
7.7,0.26,0.4,1.1,0.04,9,60,0.99,2.89,0.5,10.6
6.8,0.32,0.34,1.2,0.04,14,67,0.99,3.05,0.47,10.6
7,0.3,0.49,4.7,0.04,17,105,0.99,3.26,0.68,12.4
7,0.24,0.36,2.8,0.03,22,112,0.99,3.19,0.38,12.6
6.1,0.31,0.58,5,0.04,36,114,0.99,3.3,0.6,12.3
6.8,0.44,0.37,5.1,0.05,46,201,0.99,3.08,0.65,10.5
6.7,0.34,0.3,15.6,0.05,51,196,1,3.19,0.49,9.3
7.1,0.35,0.24,15.4,0.06,46,198,1,3.12,0.49,8.8
7.3,0.32,0.25,7.2,0.06,47,180,1,3.08,0.47,8.8
6.5,0.28,0.33,15.7,0.05,51,190,1,3.22,0.51,9.7
7.2,0.23,0.39,14.2,0.06,49,192,1,2.98,0.48,9
7.2,0.23,0.39,14.2,0.06,49,192,1,2.98,0.48,9
7.2,0.23,0.39,14.2,0.06,49,192,1,2.98,0.48,9
7.2,0.23,0.39,14.2,0.06,49,192,1,2.98,0.48,9
5.9,0.15,0.31,5.8,0.04,53,155,0.99,3.52,0.46,10.5
7.4,0.28,0.42,19.8,0.07,53,195,1,2.96,0.44,9.1
6.2,0.28,0.22,7.3,0.04,26,157,1,3.44,0.64,9.8
9.1,0.59,0.38,1.6,0.07,34,182,1,3.23,0.38,8.5
6.3,0.33,0.27,1.2,0.05,34,175,0.99,3.37,0.54,9.4
8.3,0.39,0.7,10.6,0.05,33,169,1,3.09,0.57,9.4
7.2,0.19,0.46,3.8,0.04,82,187,0.99,3.19,0.6,11.2
7.5,0.17,0.44,11.3,0.05,65,146,1,3.17,0.45,10
6.7,0.17,0.5,2.1,0.04,27,122,0.99,3.15,0.45,10.3
6.1,0.41,0,1.6,0.06,36,87,0.99,3.27,0.67,10.8
8.3,0.2,0.35,0.9,0.05,12,74,0.99,3.13,0.38,10.5
6.1,0.41,0,1.6,0.06,36,87,0.99,3.27,0.67,10.8
6,0.29,0.21,1.3,0.06,42,168,0.99,3.32,0.43,11.1
7.3,0.41,0.24,6.8,0.06,41,163,0.99,3.2,0.41,9.9
7.3,0.41,0.24,6.8,0.06,41,163,0.99,3.2,0.41,9.9
7.2,0.43,0.24,6.7,0.06,40,163,1,3.2,0.41,9.9
7.3,0.4,0.24,6.7,0.06,41,166,1,3.2,0.41,9.9
6.2,0.33,0.27,4.9,0.04,30,134,0.99,3.2,0.42,10.4
6.2,0.31,0.26,4.8,0.04,36,148,0.99,3.21,0.41,10.4
6.1,0.36,0.27,2.1,0.04,16,100,0.99,3.4,0.71,11.5
5,0.55,0.14,8.3,0.03,35,164,0.99,3.53,0.51,12.5
7.8,0.25,0.41,3.7,0.04,37,149,1,3.36,0.45,10
5.7,0.36,0.21,6.7,0.04,51,166,0.99,3.29,0.63,10
5.8,0.34,0.21,6.6,0.04,50,167,0.99,3.29,0.62,10
6.8,0.28,0.6,1.1,0.13,42,127,0.99,3.09,0.44,9.1
6.8,0.25,0.34,4.7,0.03,34,134,0.99,3.21,0.38,10.6
6.6,0.24,0.35,7.7,0.03,36,135,0.99,3.19,0.37,10.5
5.9,0.3,0.47,7.85,0.03,19,133,0.99,3.52,0.43,11.5
6.1,0.13,0.25,3.3,0.04,10,69,0.99,3.54,0.59,10.1
6,0.1,0.24,1.1,0.04,15,65,0.99,3.61,0.61,10.3
6.6,0.24,0.35,7.7,0.03,36,135,0.99,3.19,0.37,10.5
6.8,0.25,0.34,4.7,0.03,34,134,0.99,3.21,0.38,10.6
6.8,0.28,0.44,9.3,0.03,35,137,0.99,3.16,0.36,10.4
8.3,0.41,0.51,2,0.05,11,207,0.99,3.02,0.55,11.4
7.5,0.27,0.31,5.8,0.06,131,313,0.99,3.18,0.59,10.5
7.9,0.26,0.41,15.15,0.04,38,216,1,2.96,0.6,10
6.4,0.34,0.23,6.3,0.04,37,143,0.99,3.19,0.65,10
6.5,0.28,0.35,15.4,0.04,55,195,1,3.23,0.5,9.6
7.2,0.21,0.41,1.3,0.04,33,85,0.99,3.17,0.51,10.4
6.4,0.32,0.35,4.8,0.03,34,101,0.99,3.36,0.6,12.5
6.8,0.24,0.34,4.6,0.03,37,135,0.99,3.2,0.39,10.6
6.3,0.23,0.3,1.8,0.03,16,91,0.99,3.28,0.4,11.8
6.5,0.28,0.34,9.9,0.04,30,133,1,3.11,0.44,9.8
5.6,0.26,0.26,5.7,0.03,12,80,0.99,3.25,0.38,10.8
6.3,0.23,0.3,1.8,0.03,16,91,0.99,3.28,0.4,11.8
6.3,0.23,0.33,1.5,0.04,15,105,0.99,3.32,0.42,11.2
5.8,0.27,0.27,12.3,0.05,55,170,1,3.28,0.42,9.3
5.9,0.26,0.4,1.3,0.05,12,139,0.99,3.45,0.53,10.4
6.6,0.18,0.35,1.5,0.05,49,141,0.99,3.43,0.85,10.2
7.4,0.2,0.43,7.8,0.05,27,153,1,3.19,0.55,9
8,0.24,0.36,1.5,0.05,17,129,0.99,3.2,0.54,10
6.4,0.26,0.42,9.7,0.04,30,140,1,3.18,0.47,9.1
5.4,0.31,0.47,3,0.05,46,144,0.99,3.29,0.76,10
5.4,0.29,0.47,3,0.05,47,145,0.99,3.29,0.75,10
7.1,0.15,0.33,4.6,0.05,33,131,0.99,3.28,0.4,9.6
5.6,0.34,0.1,1.3,0.03,20,68,0.99,3.36,0.51,11.2
6.7,0.19,0.41,15.6,0.06,75,155,1,3.2,0.44,8.8
7.8,0.18,0.46,13.6,0.05,38,118,1,3.15,0.5,10
7.6,0.17,0.45,11.2,0.05,56,137,1,3.15,0.47,10
6.3,0.12,0.36,2.1,0.04,47,146,0.99,3.27,0.74,11.4
7.3,0.33,0.4,6.85,0.04,32,138,0.99,3.03,0.3,11.9
5.5,0.34,0.3,2.5,0.07,27,128,0.99,3.14,0.51,9.6
7.3,0.33,0.4,6.85,0.04,32,138,0.99,3.03,0.3,11.9
5.8,0.4,0.42,4.4,0.05,38.5,245,0.99,3.25,0.57,9.6
7.3,0.22,0.37,14.3,0.06,48,191,1,2.89,0.38,9
7.3,0.22,0.37,14.3,0.06,48,191,1,2.89,0.38,9
6.1,0.36,0.33,1.1,0.05,24,169,0.99,3.15,0.78,9.5
10,0.2,0.39,1.4,0.05,19,152,0.99,3,0.42,10.4
6.9,0.24,0.34,4.7,0.04,43,161,0.99,3.2,0.59,10.6
6.4,0.24,0.32,14.9,0.05,54,162,1,3.28,0.5,10.2
7.1,0.37,0.14,1.2,0.06,24,84,0.99,3.15,0.43,8.9
6.8,0.15,0.3,5.3,0.05,40,127,0.99,3.4,0.39,9.7
7.3,0.22,0.37,14.3,0.06,48,191,1,2.89,0.38,9
