id,Tm
2055,205.89080810546875
2167,332.6538391113281
2504,147.61465454101562
1661,281.6728210449219
1764,251.61734008789062
3012,274.0934753417969
3144,203.40663146972656
2604,317.26019287109375
1249,342.5213623046875
286,354.3609313964844
2949,250.72698974609375
48,253.7176513671875
1716,145.08250427246094
1684,159.06231689453125
2550,310.5311584472656
1171,191.18580627441406
2079,323.8251037597656
2368,184.02903747558594
46,285.2083740234375
2274,375.5483703613281
1284,308.0464782714844
3218,209.63153076171875
294,309.6254577636719
1105,238.6927947998047
2529,265.57733154296875
1915,264.2129821777344
3299,197.69485473632812
1488,354.1187438964844
517,344.1394958496094
2486,183.2297821044922
477,243.931396484375
1486,333.7638854980469
1169,198.71176147460938
1098,190.2001190185547
2960,342.2930908203125
1156,340.48974609375
1762,230.3683624267578
2303,237.06187438964844
3310,316.22015380859375
2290,354.24127197265625
2849,301.5317687988281
2312,217.27328491210938
442,329.87237548828125
109,177.90841674804688
3053,293.0056457519531
1605,162.04495239257812
2268,278.9544982910156
1341,245.38397216796875
1814,404.1226501464844
1648,441.7265625
744,300.8859558105469
2578,299.28143310546875
2029,217.77633666992188
69,530.4532470703125
3302,250.18133544921875
2050,223.8755645751953
1172,182.11865234375
1840,287.0722961425781
948,269.0578918457031
231,182.64987182617188
1451,292.93927001953125
2587,315.5391845703125
2412,271.6620178222656
1430,478.54864501953125
1503,303.0228271484375
1144,199.72865295410156
3058,290.35382080078125
942,283.8986511230469
353,322.5298156738281
3251,418.20977783203125
2740,349.2427062988281
2402,352.4749755859375
520,351.4468688964844
655,237.782958984375
622,300.299072265625
3141,351.01708984375
192,185.90113830566406
2971,220.1907501220703
3182,199.36436462402344
1272,281.394287109375
2866,315.6003112792969
3085,197.591064453125
3175,164.33807373046875
401,313.2353820800781
2445,417.9642028808594
2444,316.8206481933594
2741,362.8921203613281
1778,208.23492431640625
1267,253.3946990966797
217,323.3618469238281
251,330.79766845703125
1625,217.94384765625
681,332.1087951660156
1313,199.4954833984375
2283,234.49417114257812
3208,275.097412109375
1438,307.80987548828125
762,292.9912109375
2793,294.84039306640625
3087,226.33004760742188
855,165.4464874267578
2125,306.80517578125
210,244.9944305419922
2505,347.5915222167969
2857,328.73016357421875
664,311.56591796875
178,202.7484893798828
114,347.39361572265625
220,277.544921875
1294,251.93975830078125
784,411.92999267578125
1614,151.4514617919922
3174,325.0096740722656
2085,275.5897216796875
3064,304.0682373046875
1672,328.3905944824219
1130,467.8822937011719
1334,289.18927001953125
420,272.0670471191406
1679,261.5140686035156
1685,227.68563842773438
2765,261.61785888671875
898,232.14430236816406
3265,314.1510925292969
311,309.5091247558594
2764,265.0372314453125
842,273.591552734375
2654,347.22833251953125
405,347.8853759765625
2841,234.60073852539062
2024,243.3487548828125
1946,361.099609375
2228,277.3110656738281
1273,271.11907958984375
2180,321.21478271484375
2262,279.9858093261719
3124,145.89845275878906
1142,405.9762878417969
410,311.0880432128906
772,410.69598388671875
2311,241.54742431640625
1567,185.87820434570312
914,277.8951110839844
2355,428.3713684082031
2827,174.54656982421875
471,451.7781677246094
3021,307.9151306152344
2930,340.42205810546875
1583,324.1377258300781
893,246.060546875
2538,268.54827880859375
710,216.05458068847656
3242,316.2742614746094
2211,281.9951171875
249,340.3983154296875
2946,382.28118896484375
1412,411.9111633300781
1058,374.7270812988281
264,318.7001647949219
1671,268.5303039550781
2650,205.9989471435547
1813,334.15087890625
19,248.40493774414062
1446,218.87831115722656
496,328.41259765625
1745,280.40692138671875
1002,337.5731201171875
2683,258.9732360839844
2,402.3908386230469
1590,362.220458984375
3126,314.2813415527344
2619,257.28912353515625
1934,380.1833801269531
3152,141.35031127929688
1439,315.55999755859375
299,397.7906188964844
1609,153.72354125976562
2969,259.7060241699219
2599,240.03048706054688
1046,345.6529541015625
3134,426.0352478027344
2865,299.7812194824219
530,348.2424011230469
2394,264.0437927246094
2605,292.1925354003906
2323,217.2957000732422
1026,309.2870178222656
1742,243.01165771484375
2593,292.79901123046875
2493,241.75567626953125
1552,214.99722290039062
2616,347.98760986328125
1713,282.4898376464844
3296,238.16119384765625
1652,380.78076171875
3044,166.24571228027344
595,208.96295166015625
592,326.4972229003906
2746,269.1639404296875
2826,173.18988037109375
1826,412.138427734375
1073,372.4205322265625
1967,375.08575439453125
1089,193.17547607421875
2711,315.885986328125
1071,214.41261291503906
368,372.3893127441406
666,202.88758850097656
984,317.0031433105469
382,353.1778564453125
1228,497.81109619140625
1925,194.88768005371094
3060,295.5277404785156
3234,319.45819091796875
593,350.92291259765625
1418,417.7976989746094
693,203.9292449951172
794,283.3196716308594
1484,323.17047119140625
552,340.81060791015625
1694,276.6303405761719
132,172.78228759765625
1986,217.2571563720703
85,158.78652954101562
2503,261.256591796875
2769,317.0381774902344
2907,310.453369140625
2347,421.9856262207031
2482,210.56387329101562
1164,260.6662902832031
773,261.59375
3045,306.8135681152344
1612,132.27528381347656
749,149.246337890625
35,370.5206604003906
2724,276.7816162109375
2973,335.0231018066406
406,297.1853942871094
482,285.90704345703125
133,202.5038299560547
2964,302.4305419921875
2990,237.55703735351562
1076,267.8822326660156
2821,202.0082244873047
2675,342.4847412109375
2527,242.66586303710938
2257,210.0256805419922
2510,201.56695556640625
2457,317.7853088378906
148,301.6383972167969
3259,265.9184875488281
120,222.2830047607422
1723,164.78982543945312
1021,365.7707824707031
579,380.48284912109375
3256,361.0225524902344
2762,307.6534423828125
1218,147.915283203125
1434,347.1593322753906
1880,331.4366455078125
2116,190.7435302734375
1711,166.02886962890625
1921,296.15679931640625
2245,225.64149475097656
2991,283.65814208984375
3062,323.2275390625
1914,251.2696533203125
1400,386.4028625488281
1863,366.9427185058594
721,322.0521545410156
1775,128.2607421875
720,244.3545379638672
3272,271.396484375
687,335.9380798339844
323,307.72015380859375
1569,217.25611877441406
511,440.90423583984375
739,174.31228637695312
2041,265.5210876464844
1362,351.8904113769531
2265,336.333740234375
2033,263.6211853027344
798,303.7100830078125
1404,320.0988464355469
1305,214.05332946777344
3143,179.00579833984375
480,206.66429138183594
1954,361.65325927734375
2583,284.5130920410156
2387,298.3453369140625
1186,171.9967498779297
1468,325.33184814453125
1883,287.58721923828125
1360,269.8766174316406
1283,276.650390625
2369,348.54949951171875
1867,296.0005187988281
2091,273.51446533203125
740,197.24378967285156
355,283.6878967285156
1392,186.35171508789062
3155,316.7944030761719
2900,362.91693115234375
860,296.7774658203125
2945,297.07098388671875
2351,251.8170623779297
1440,358.0411376953125
1209,332.6091613769531
3185,171.33340454101562
787,241.52774047851562
1827,407.1331787109375
30,417.2863464355469
2933,251.17041015625
78,156.0830078125
3003,287.1754150390625
1520,363.2148132324219
3162,325.47564697265625
2246,334.84686279296875
966,256.17071533203125
531,380.56951904296875
134,183.04237365722656
3179,155.32444763183594
928,214.89390563964844
1173,218.89833068847656
1691,256.2809143066406
2802,351.1846618652344
1079,451.094970703125
68,384.5668029785156
1111,323.1210021972656
2342,177.3399200439453
187,157.86041259765625
2099,352.1607666015625
1530,314.1628723144531
1739,178.52488708496094
107,194.4733123779297
2046,300.95599365234375
3203,311.8515319824219
349,339.91131591796875
805,191.4652099609375
2832,218.3319549560547
233,298.38812255859375
2897,230.83189392089844
1417,311.9281921386719
343,376.661376953125
3239,338.7783203125
3215,307.2160949707031
1298,202.96495056152344
3005,307.27740478515625
3167,395.3395080566406
2078,319.11444091796875
2131,450.90460205078125
620,404.2988586425781
1987,142.47216796875
3194,184.99444580078125
1785,401.1670227050781
1904,267.63525390625
1072,294.511474609375
885,313.9744873046875
2603,157.23849487304688
470,401.86395263671875
986,269.7100524902344
2783,184.9784698486328
1290,237.46066284179688
175,271.8950500488281
2871,145.18922424316406
1539,152.63641357421875
1088,268.8490295410156
2297,373.29522705078125
2735,298.8834228515625
1119,233.9400634765625
124,212.994873046875
918,216.07363891601562
2248,305.92333984375
1936,364.3315124511719
836,193.074951171875
891,364.970703125
2923,256.0504150390625
1547,234.8014373779297
1707,301.3611755371094
2435,267.86688232421875
171,284.5115051269531
2123,449.88427734375
3313,363.99981689453125
332,364.236572265625
2144,140.70263671875
2814,147.18357849121094
481,267.0223388671875
2026,295.2234191894531
2851,167.33935546875
1906,355.16552734375
2752,323.7716064453125
3255,176.67904663085938
2539,258.5466613769531
1932,301.5528869628906
1244,294.3040466308594
2139,278.5470275878906
3181,167.40554809570312
2288,333.4556884765625
2111,174.47579956054688
2678,401.0256042480469
1558,225.41238403320312
2590,258.52178955078125
238,457.9954833984375
512,339.493408203125
2722,208.2709197998047
84,163.04331970214844
2039,189.42626953125
3138,324.98016357421875
2532,280.9263916015625
1512,364.27056884765625
2734,180.970947265625
1804,351.94183349609375
4,322.8866271972656
131,172.94593811035156
2709,282.7137145996094
1606,247.8995819091797
2723,395.1792297363281
3189,286.97955322265625
1770,241.52891540527344
1240,328.4649658203125
2570,357.69342041015625
2988,388.26611328125
626,279.2338562011719
2786,227.4296112060547
320,289.05865478515625
608,326.16058349609375
3197,152.78732299804688
419,240.95785522460938
2768,324.1675720214844
3201,251.02883911132812
724,179.95648193359375
1822,338.7528381347656
586,332.69732666015625
2876,198.8065948486328
88,226.94077499999997
2053,219.8099365234375
407,409.03839111328125
1976,346.9405212402344
725,180.3159637451172
877,184.02651977539062
2335,287.2259521484375
983,162.270263671875
2035,163.1306610107422
2120,312.7351379394531
3006,201.7083740234375
158,174.4977264404297
488,248.28517150878906
850,222.102783203125
3263,311.4964599609375
2388,229.251953125
1802,263.77044677734375
934,216.50338745117188
380,338.4512634277344
100,136.06027221679688
1474,201.0439453125
669,263.0041198730469
2843,280.2465515136719
76,204.3294677734375
1346,201.0657958984375
3327,318.3926696777344
1777,274.92315673828125
2940,243.1163330078125
2506,175.1024169921875
2663,279.8802185058594
624,324.5602111816406
2655,159.836181640625
2089,262.8879089355469
1065,276.41729736328125
